Income,RecencyInDays,WinePurchases,FruitPurchases,MeatProductPurchases,FishProductPurchases,SweetProductPurchases,NonFoodPurchases,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,CustomerLifetimeInDays,TotalFoodPurchases
49767,92,202,47,197,55,42,149,1,5,4,8,4,29,2582,543
83273,98,433,89,650,16,102,102,10,4,6,9,7,50,2801,1290
29009,19,6,6,15,10,5,2,2,2,0,3,6,39,2371,42
45057,80,37,0,7,3,0,3,1,2,0,3,5,41,2369,47
37150,80,167,37,64,49,34,116,8,4,3,6,7,49,2815,351
43020,79,45,7,99,4,25,43,3,4,1,4,6,50,2370,180
53154,50,129,0,21,0,1,7,1,3,1,4,4,61,2179,151
65308,60,713,0,264,120,80,34,1,7,8,12,4,47,2450,1177
76467,44,676,161,426,210,44,58,2,2,5,5,6,50,2840,1517
81044,0,450,26,535,73,98,26,1,5,6,10,1,73,2343,1182
32871,28,22,2,12,0,2,5,1,1,0,3,4,69,2636,38
55801,35,367,4,51,6,4,95,6,7,2,6,7,45,2439,432
76320,49,526,35,214,69,53,35,2,6,3,4,2,61,2166,897
36927,46,51,0,16,0,0,4,2,3,0,3,8,65,2186,67
48794,97,25,0,11,3,0,15,1,1,0,3,4,67,2162,39
23478,51,28,6,27,12,17,39,1,3,0,3,8,55,2626,90
71128,80,958,159,447,20,0,31,3,2,10,12,7,47,2790,1584
70179,10,532,88,168,69,44,133,3,7,3,13,5,44,2502,901
59462,29,724,17,143,0,8,196,2,9,2,12,7,70,2699,892
38361,74,39,0,56,20,8,14,3,3,1,3,7,51,2343,123
70038,54,587,54,348,71,54,130,1,4,4,8,2,38,2406,1114
42554,93,29,1,11,0,0,0,2,2,0,3,4,42,2692,41
67445,63,757,80,217,29,80,11,5,9,6,12,6,46,2845,1163
67046,92,544,35,133,23,151,107,2,4,5,4,2,69,2698,886
42192,40,40,15,15,17,6,7,1,2,1,3,4,72,2455,93
77610,70,1245,33,332,21,33,16,2,4,7,4,7,68,2767,1664
31761,96,19,1,20,16,14,28,2,3,0,4,5,36,2244,70
34350,81,16,3,15,2,1,11,1,1,0,3,7,41,2412,37
54591,63,376,4,94,12,9,24,3,6,2,8,5,71,2487,495
71866,85,184,178,178,103,39,33,1,6,3,10,3,64,2345,682
25293,51,15,0,11,0,2,9,1,1,1,2,8,51,2446,28
42000,23,124,83,267,85,59,35,2,5,2,11,5,33,2694,618
69520,95,627,120,414,121,80,93,1,9,6,5,5,37,2516,1362
64713,11,180,60,241,13,54,54,2,5,5,7,4,50,2301,548
27889,42,14,0,4,0,0,8,1,1,1,2,6,43,2518,18
22123,77,3,3,24,34,7,31,1,2,1,3,5,60,2253,71
27803,40,8,26,46,38,9,49,2,3,0,4,8,47,2831,127
51651,32,293,6,23,13,6,92,4,6,2,5,8,60,2758,341
68487,48,758,12,385,33,89,89,1,9,7,13,4,32,2691,1277
56796,24,656,38,161,62,47,37,3,8,9,7,7,51,2657,964
87000,61,196,25,607,67,17,49,1,4,6,7,2,28,2720,912
79823,6,835,73,380,114,73,43,1,6,9,7,2,61,2249,1475
30828,16,16,11,15,2,0,12,2,1,1,4,3,40,2427,44
34109,39,9,1,5,2,1,4,1,0,0,3,4,49,2394,18
53367,2,229,7,140,10,3,11,7,5,1,8,7,46,2461,389
22390,49,0,1,4,15,1,5,1,1,0,2,7,51,2410,21
71322,31,121,24,124,24,15,42,1,4,1,7,2,44,2217,308
79244,58,471,102,125,212,61,245,1,4,10,7,1,27,2716,971
49912,5,520,8,223,32,49,42,4,10,5,7,8,71,2819,832
48699,90,26,1,10,2,0,1,1,1,0,3,5,70,2563,39
80144,47,240,132,445,250,192,108,1,3,7,8,1,45,2431,1259
54252,25,178,4,26,8,4,44,5,4,1,5,6,64,2556,220
81929,60,1486,55,278,49,0,185,2,4,4,10,6,44,2797,1868
76068,67,1115,12,128,33,12,76,1,2,3,4,6,45,2736,1300
53204,40,29,0,8,2,0,6,1,1,0,3,4,44,2260,39
67911,63,529,0,356,63,28,0,3,6,7,11,3,71,2197,976
14796,1,13,3,8,7,4,16,2,1,0,3,9,36,2809,35
78128,89,934,24,230,16,24,36,2,8,4,6,3,46,2289,1228
14188,40,2,7,11,16,12,27,1,2,0,4,6,48,2645,48
20425,5,4,12,5,3,16,17,2,2,0,3,7,34,2767,40
58646,3,62,1,44,6,5,22,1,2,1,4,4,58,2543,118
72967,1,158,35,179,0,0,125,2,7,2,8,5,50,2720,372
48150,24,173,2,39,3,2,47,3,5,1,4,7,71,2545,219
82332,89,830,59,968,51,79,19,1,5,3,12,2,59,2809,1987
58275,48,189,10,253,56,43,64,6,8,2,7,7,65,2551,551
44953,31,728,17,133,11,8,124,1,7,3,13,6,39,2714,897
34587,68,7,2,9,2,0,2,2,1,0,3,4,67,2203,20
43018,46,35,4,17,7,6,64,1,2,2,2,5,46,2399,69
45736,92,188,3,180,20,3,43,5,7,1,6,7,66,2499,394
66476,80,742,28,152,25,9,57,2,6,8,10,4,51,2366,956
27733,16,0,7,5,26,2,17,2,2,0,3,7,39,2466,40
69805,50,750,71,174,13,10,20,2,6,8,11,2,68,2318,1018
72217,93,816,42,450,55,56,154,1,3,10,8,2,58,2604,1419
25818,51,5,2,8,2,2,9,1,0,1,2,7,49,2778,19
37509,24,37,5,56,12,8,5,2,3,0,4,7,44,2814,118
25176,79,4,0,4,0,0,5,1,1,0,2,7,44,2482,8
43586,26,99,2,11,4,0,16,3,3,0,4,8,40,2827,116
53230,86,176,72,98,136,21,229,4,5,2,12,5,64,2854,503
50116,68,54,0,10,0,0,2,2,1,0,4,5,63,2168,64
84906,98,997,15,414,99,30,76,1,5,6,12,2,48,2427,1555
61286,34,356,0,107,19,9,117,2,7,1,8,5,54,2490,491
82333,60,1311,0,359,46,89,17,1,4,3,10,2,34,2615,1805
65220,3,890,63,292,0,25,12,4,8,4,7,6,55,2823,1270
33590,65,4,0,2,0,0,2,1,1,0,2,7,46,2397,6
30992,83,17,0,14,7,3,2,1,1,0,3,7,44,2592,41
72309,64,960,0,883,50,38,0,1,5,6,8,3,44,2634,1931
16005,69,1,3,2,20,30,47,3,2,1,2,8,40,2843,56
65487,48,240,67,500,199,0,163,3,3,5,6,2,63,2329,1006
58692,21,301,11,61,4,7,11,1,8,2,4,7,55,2243,384
40590,30,154,0,50,6,11,37,5,3,4,3,6,51,2429,221
20587,39,2,3,6,4,1,9,1,1,1,2,7,50,2208,16
62637,76,104,12,48,4,12,5,1,2,2,5,2,66,2279,180
29435,11,70,3,37,4,2,64,4,3,2,2,9,54,2851,116
19346,26,2,0,9,3,6,2,1,1,0,3,8,46,2309,20
35788,34,23,2,11,3,1,4,2,2,0,3,6,49,2316,40
36997,72,43,4,12,8,0,27,5,2,1,4,5,52,2672,67
23539,13,4,24,11,16,1,25,1,2,0,4,6,63,2280,56
65333,58,654,7,92,0,15,30,7,9,4,8,6,47,2322,768
78499,12,912,72,170,47,36,97,1,11,3,4,4,63,2377,1237
29732,23,25,0,8,0,1,4,1,2,0,2,9,49,2255,34
41275,33,24,4,22,0,2,9,4,3,1,3,5,60,2256,52
63516,30,141,11,114,15,14,5,4,4,1,7,5,47,2517,295
42769,15,71,0,13,3,1,0,2,1,1,4,4,58,2419,88
49572,25,35,1,16,0,1,1,2,2,0,3,7,62,2355,53
69209,4,496,32,849,229,48,128,2,5,3,6,4,48,2809,1654
17148,80,9,9,11,13,10,16,4,3,1,3,8,44,2311,52
40590,30,154,0,50,6,11,37,5,3,4,3,6,51,2429,221
30560,6,9,1,5,4,5,7,1,1,0,3,7,44,2526,24
32146,16,26,3,23,4,7,3,2,2,0,4,6,37,2207,63
41713,57,77,8,44,10,10,25,5,3,1,4,6,56,2220,149
34176,9,11,2,7,4,2,2,1,1,0,3,3,45,2317,26
58482,59,576,7,115,19,7,7,2,7,4,9,6,65,2268,724
59686,78,89,15,89,34,42,5,1,4,1,6,4,55,2314,269
60896,90,1013,30,399,60,46,153,3,9,10,4,6,56,2785,1548
62994,74,224,12,48,4,12,12,1,6,2,4,6,40,2276,300
47320,10,200,19,111,50,15,19,6,5,1,8,6,63,2491,395
74859,63,570,73,614,133,102,73,1,6,5,11,3,71,2550,1492
15253,13,1,3,3,8,1,13,2,1,0,3,7,28,2403,16
31560,98,62,1,20,4,0,7,2,2,1,3,8,46,2529,87
72071,4,531,69,300,150,138,150,3,5,4,8,2,66,2659,1188
91172,94,162,28,818,0,28,56,0,4,3,7,3,30,2618,1036
90000,91,675,144,133,94,192,241,1,4,8,5,1,36,2347,1238
41967,66,23,4,10,0,2,15,1,1,0,3,4,39,2377,39
69263,14,492,5,32,13,5,21,1,9,1,7,6,55,2275,547
65706,77,918,10,129,13,0,129,1,11,3,12,7,50,2525,1070
60934,41,224,155,155,192,93,54,2,6,4,11,4,45,2322,819
71965,21,572,19,286,50,38,248,3,6,3,5,3,69,2494,965
65210,25,626,0,70,0,7,28,2,9,3,8,6,65,2270,703
79174,2,1074,37,518,193,92,129,1,5,6,7,2,45,2693,1914
81380,51,741,68,689,224,68,103,1,4,2,10,2,53,2713,1790
48432,3,322,3,50,4,3,42,5,7,1,6,8,47,2778,382
52914,32,254,10,44,30,10,227,2,7,3,3,7,49,2697,348
38946,84,116,6,82,6,6,41,2,3,1,6,5,65,2407,216
26067,49,22,2,18,0,2,12,3,3,0,3,8,46,2396,44
44325,69,516,0,21,0,0,5,4,8,2,7,8,48,2638,537
42523,96,14,36,11,3,26,35,1,1,1,4,2,56,2226,90
26487,23,2,8,10,12,14,23,3,2,1,3,5,42,2564,46
53233,18,28,0,9,3,0,0,1,1,0,3,4,63,2262,40
67716,8,530,142,217,62,9,56,4,7,4,13,5,60,2694,960
76234,21,519,50,167,130,0,41,1,8,3,11,3,48,2302,866
84117,60,611,76,749,59,45,26,1,7,10,6,2,64,2208,1540
65487,48,240,67,500,199,0,163,3,3,5,6,2,63,2329,1006
25224,36,4,9,12,11,2,8,2,1,1,3,3,48,2264,38
89616,36,671,47,655,145,111,15,1,7,5,12,2,37,2648,1629
40851,63,23,1,7,0,4,24,1,1,1,2,7,49,2652,35
27469,2,9,1,2,3,2,0,1,0,0,3,6,73,2855,17
82347,38,556,54,845,202,133,63,1,7,7,10,3,63,2759,1790
73803,61,833,80,363,52,26,174,2,9,5,6,6,63,2856,1354
8820,52,12,0,13,4,2,4,4,3,0,3,8,68,2623,31
43322,25,56,7,48,10,2,18,1,3,0,4,7,46,2228,123
55593,63,293,8,124,11,4,106,2,6,6,3,6,47,2471,440
50501,10,297,0,38,13,0,152,7,5,4,4,6,66,2535,348
37085,65,39,1,16,2,0,3,4,3,0,3,8,45,2162,58
16185,71,5,11,16,21,8,45,2,2,2,2,8,30,2487,61
57731,0,266,21,300,65,8,44,4,8,8,6,6,51,2742,660
48432,3,322,3,50,4,3,42,5,7,1,6,8,47,2778,382
73807,88,366,124,156,71,78,54,2,5,5,11,2,42,2702,795
18929,15,32,0,8,23,4,18,1,1,0,4,6,30,2657,67
35893,80,158,0,23,0,0,18,6,3,1,5,8,52,2781,181
61014,17,269,129,495,182,43,29,4,9,3,4,7,40,2846,1118
32144,76,41,0,10,0,0,3,4,2,1,3,7,66,2257,51
14918,52,3,3,3,15,4,15,1,1,0,3,6,57,2728,28
45146,28,33,0,5,0,0,15,2,1,1,2,4,57,2508,38
41769,31,302,29,131,32,0,27,6,8,1,7,8,65,2660,494
88325,42,519,71,860,93,27,53,1,6,2,9,2,39,2303,1570
38054,24,23,2,17,2,1,0,2,2,0,3,7,70,2218,45
80617,42,594,51,631,72,55,32,1,4,6,8,2,25,2784,1403
5305,12,12,4,7,1,3,5,0,1,0,0,13,44,2493,27
36807,88,4,2,5,0,0,5,1,1,0,2,6,66,2715,11
28427,67,18,3,19,3,3,6,2,2,0,3,8,37,2624,46
82032,54,332,194,377,149,125,57,0,4,6,7,1,72,2244,1177
22775,40,5,1,8,0,0,1,1,1,0,2,8,42,2534,14
40101,73,171,3,129,26,24,62,4,6,1,6,7,35,2782,353
58025,81,270,31,88,11,48,22,3,3,2,10,4,41,2374,448
75777,12,712,26,538,69,13,80,1,3,6,11,1,38,2519,1358
7500,7,2,8,11,3,8,21,4,3,2,2,7,41,2577,32
33562,33,21,12,12,0,3,3,3,2,0,4,4,57,2163,48
57642,24,580,6,58,8,0,27,3,7,6,6,4,50,2330,652
58554,55,368,24,68,38,0,88,6,8,2,6,7,52,2800,498
63777,87,457,5,106,15,17,53,8,11,1,6,8,41,2621,600
57967,39,229,7,137,4,0,91,5,4,2,8,5,58,2642,377
24434,9,3,2,8,20,0,17,2,2,1,2,7,48,2201,33
11012,82,24,3,26,7,1,23,3,3,1,2,9,36,2629,61
44802,71,853,10,143,13,10,20,2,9,4,12,8,50,2836,1029
26816,50,5,1,6,3,4,3,1,0,0,3,4,34,2840,19
34421,81,3,3,7,6,2,9,1,1,0,2,7,46,2522,21
61223,46,709,43,182,42,118,247,2,9,3,4,5,53,2540,1094
64014,56,406,0,30,0,0,8,7,8,2,5,7,74,2178,436
56981,91,908,48,217,32,12,24,1,2,3,13,6,39,2314,1217
69245,8,428,30,214,80,30,61,2,6,5,10,3,64,2315,782
52869,40,84,3,61,2,1,21,3,3,1,4,7,66,2781,151
